name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
8megs,1,0.11,0.47,0.28,1,0.28,71,211.0
mannys.game,4,0.44,0.37,0.07,6,0.42000000000000004,632,1616.0
PXG.ETH,3,0.33,0.54,0.02,3,0.06,268,551.0
Wabisukis,2,0.22,0.4,0.04,2,0.08,258,500.0
Ape 6068,2,0.22,200.0,0.04,2,0.08,424,1.0
Cannot be Blank,1,0.11,5.13,0.2,2,0.4,25,39.0
desert minis,1,0.11,0.81,0.05,1,0.05,86,123.0
Bit Wine,1,0.11,0.3,0.05,3,0.15000000000000002,332,1000.0
GlennSellsNFTs,1,0.11,100.0,0.0,1,0.0,1,1.0
"I Like You, You're Weird",4,0.44,0.17,0.15,12,1.7999999999999998,3467,7222.0
RISKROCK Genesis,2,0.22,0.49,0.06,5,0.3,204,1017.0
UninterestedUnicorns,5,0.55,0.13,0.12,9,1.08,1333,6899.0
Doggos for DOG Owners,6,0.66,0.16,0.0,6,0.0,2626,3790.0
Dominapes,2,0.22,0.34,1e-06,11,1.1e-05,723,3192.0
SKINS / Muses,2,0.22,8.0,30.0,2,60.0,19,25.0
One eyed guy rare tickets,1,0.11,5.26,0.004,1,0.004,124,19.0
BullyOc,1,0.11,1.92,0.0037,1,0.0037,22,52.0
Galactic Adventures,2,0.22,9.52,0.0037,12,0.0444,37,126.0
Girl Cats Club,1,0.11,0.15,0.03,1,0.03,275,688.0
ASWANG COLLECTION,2,0.22,5.88,2.89,8,23.12,63,136.0
Out of Office Mural Tour '21,1,0.11,4.17,0.02,1,0.02,28,24.0
Stoner Ape Club | SAC,1,0.11,0.02,0.14,1,0.14,4268,6666.0
Flow Fields GenArt,1,0.11,0.16,0.01,2,0.02,557,1250.0
Dogdles NFT,1,0.11,0.2,0.0,3,0.0,820,1480.0
The Society of the Hourglass,4,0.44,1.16,0.03,25,0.75,588,2148.0
Crypto Todlers NFT,3,0.33,0.93,0.03,7,0.21,350,751.0
Kindergarten BabyApes (KBA),2,0.22,0.09,0.01,9,0.09,5519,10000.0
Galaktic Gadgets,3,0.33,83.33,0.01,5,0.05,1006,6.0
Loolee Bear,5,0.55,0.26,0.04,7,0.28,2208,2647.0
Kaleb's Special Editions,3,0.33,100.0,0.16,4,0.64,133,4.0
Verifry'd Smilesss,4,0.44,0.2,0.07,4,0.28,1860,1997.0
Fucking Kevins,1,0.11,8.0,0.45,10,4.5,50,125.0
PEPE BooM NFT,1,0.11,1.54,0.0,3,0.0,29,195.0
RAGS Y3K,1,0.11,66.67,0.04,2,0.08,419,3.0
CopterBois Vault,2,0.22,200.0,0.0,2,0.0,116,1.0
Deadfrenz Lab Access  Pass,1,0.11,50.0,0.63,2,1.26,4,4.0
Nomad Blvd | First Edition,8,0.88,0.45,0.06,14,0.84,1077,3079.0
Eth.r Brews Generative Collection,2,0.22,1.34,0.03,22,0.6599999999999999,672,1647.0
Whoa_B_Easy Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
RaptorCityRascals,1,0.11,0.04,0.02,1,0.02,761,2325.0
The Piano,2,0.22,33.33,0.0,2,0.0,6,6.0
ETH.r Brews Mint Passes,1,0.11,100.0,0.08,1,0.08,157,1.0
The Chads Club,1,0.11,0.15,0.06,2,0.12,452,1300.0
Pidgies: Squab ID Passes,8,0.88,266.67,0.02,8,0.16,374,3.0
Handjabs Collection,2,0.22,0.37,0.05,2,0.1,212,538.0
Lonely Shadows,2,0.22,2.85,0.01,14,0.14,240,492.0
Pinco Generations,1,0.11,1.75,0.07,1,0.07,23,57.0
Lost Souls V3,1,0.11,33.33,0.0,1,0.0,3,3.0
3NTITY-8PIRIT G3NERATION,3,0.33,0.43,0.03,10,0.3,844,2312.0
BLOCKRUNRS_NFT,2,0.22,1.04,0.01,4,0.04,189,385.0
Ethnology MintPass,4,0.44,400.0,0.09,4,0.36,195,1.0
Autistic Blocks,2,0.22,1.92,0.03,2,0.06,12,104.0
KawaiiKowai Portals,1,0.11,4.17,1.0,1,1.0,18,24.0
Vision Series,1,0.11,33.33,0.0,1,0.0,3,3.0
Laser Beings,2,0.22,3.64,0.11,2,0.22,47,55.0
EVOLCouture,1,0.11,20.0,0.75,1,0.75,37,5.0
Savage Profiles,1,0.11,1.37,1.99,1,1.99,52,73.0
Zanyxs,1,0.11,1.96,0.02,1,0.02,215,51.0
STONEY by Satoshis Mom,1,0.11,33.33,0.3,1,0.3,60,3.0
Bitcoinski,1,0.11,0.0,0.0,0,0.0,0,0.0
D'EVOLs,2,0.22,3.25,5.5,4,22.0,89,123.0
My Faces,1,0.11,4.17,0.01,2,0.02,18,48.0
Trombino,1,0.11,2.7,0.01,1,0.01,7,37.0
Souly,1,0.11,0.86,0.3,1,0.3,58,116.0
TESSELLATION,3,0.33,42.86,0.1,3,0.30000000000000004,66,7.0
Mini Monster,1,0.11,4.17,0.01,2,0.02,16,48.0
BOTANICA Species,1,0.11,4.0,1.34,1,1.34,17,25.0
Fat Baby,2,0.22,1.74,0.2,3,0.6000000000000001,153,172.0
Robbies,2,0.22,3.17,0.0,2,0.0,51,63.0
The Love Lane Balloons,1,0.11,20.0,0.1,1,0.1,6,5.0
28 Years,1,0.11,50.0,0.0,1,0.0,2,2.0
Dogface Collection,1,0.11,12.77,4.21,6,25.259999999999998,34,47.0
arte de emilio,1,0.11,1.85,0.85,1,0.85,84,54.0
Habibis,1,0.11,1.61,3.5,1,3.5,41,62.0
MF POOMA,3,0.33,0.31,0.01,3,0.03,449,972.0
Marshawn Lynch DODI Blunts,1,0.11,1.18,0.5,1,0.5,24,85.0
Cookie,1,0.11,0.89,0.01,1,0.01,103,112.0
BOIDS NFT,3,0.33,1.25,0.01,25,0.25,791,2000.0
ArtlessLabs Geometria,5,0.55,0.18,0.0,11,0.0,1865,6000.0
Land DAO Genesis,4,0.44,2.33,0.02,35,0.7000000000000001,413,1500.0
"Direwolves (OLD, READ DESC)",1,0.11,0.06,0.0,1,0.0,461,1581.0
Easter In Quarantine Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Andy Gadiel's NFT Collection,1,0.11,50.0,0.69,1,0.69,7,2.0
Eights Universe,2,0.22,0.33,0.0,3,0.0,332,900.0
Rambling On,1,0.11,22.22,0.02,2,0.04,6,9.0
The Boondock Build,1,0.11,20.0,0.011,1,0.011,53,5.0
Jay Blakesberg x Jerry Garcia,1,0.11,25.0,0.0419,1,0.0419,9,4.0
Cosmic Cats Official,1,0.11,0.01,0.07,1,0.07,4784,8888.0
3Q Series Zero,1,0.11,20.0,0.0,1,0.0,5,5.0
Roamings by Luca Ionescu,1,0.11,3.57,0.65,1,0.65,25,28.0
FINIMIZE x Ruslan Vyaltsev,1,0.11,100.0,0.0,1,0.0,29,1.0
The Signatures,3,0.33,1.36,0.1,3,0.30000000000000004,174,220.0
DynaStripes,1,0.11,22.73,0.0,5,0.0,6,22.0
Pixel Bro,1,0.11,0.3,0.07,1,0.07,135,331.0
Colour Flash Series,1,0.11,10.0,0.0,2,0.0,5,20.0
512Print.sol - solSeedlings,5,0.55,1.56,0.2,8,1.6,296,512.0
Tun,1,0.11,4.35,0.0115,1,0.0115,3,23.0
Dim&Friends,1,0.11,10.53,0.03,2,0.06,5,19.0
Handcraft Cube,1,0.11,1.39,0.01,1,0.01,2,72.0
Cunning Foxes,3,0.33,0.03,0.02,3,0.06,3912,8864.0
Mandala Tokens,4,0.44,1.53,0.13,5,0.65,196,327.0
Dumdum,1,0.11,0.57,0.004,3,0.012,56,530.0
ZombieBattlegroundBackerReward,1,0.11,0.52,0.0,1,0.0,129,191.0
Surf Dreamz by Dann Petty,5,0.55,3.5,0.09,14,1.26,204,400.0
Birds Club,3,0.33,11.11,0.5,4,2.0,35,36.0
Haiku I,7,0.77,75.0,3.0,9,27.0,10,12.0
Landscape/Cityscape Bangerz,1,0.11,25.0,0.0,1,0.0,4,4.0
ericjon23 - LA Compilation,1,0.11,9.76,0.05,4,0.2,31,41.0
twelve fables.,1,0.11,16.67,75.0,2,150.0,11,12.0
Revelation / Tryptic Collages: Delphine Diallo Solo Exhibition,1,0.11,100.0,0.0,3,0.0,1,3.0
Ben Zank - Urban Anomalies,2,0.22,5.8,4.2,4,16.8,50,69.0
Skygolpe x Hackatao,1,0.11,0.58,1.83,1,1.83,54,171.0
RTFKT Creators,2,0.22,15.38,17.0,2,34.0,91,13.0
The Kiss by Gustav Klimt - Belvedere Museum powered by arteQ,3,0.33,0.03,0.48,3,1.44,1776,10001.0
PROMETHEA,3,0.33,6.74,1.0,6,6.0,15,89.0
Soulware Origins,1,0.11,0.99,0.56,1,0.56,83,101.0
GM420,2,0.22,0.48,0.3,2,0.6,231,420.0
Zabriskie,1,0.11,1.96,0.09,1,0.09,60,51.0
3D FACES: Portrait Collection ONE by Luis Vela LP,1,0.11,6.25,0.88,1,0.88,11,16.0
Spicy Pumpkins,2,0.22,0.2,0.02,9,0.18,1834,4444.0
Extension Loot,3,0.33,3.0,0.3,6,1.7999999999999998,52,200.0
Rooms.,1,0.11,1.83,0.12,2,0.24,72,109.0
Behind the Moments: Around the World,1,0.11,1.67,0.06,1,0.06,37,60.0
Spectrum Lobes,1,0.11,2.63,0.44,2,0.88,44,76.0
bacon_studio Collection,1,0.11,20.0,0.55,2,1.1,7,10.0
Ape Parent Club,1,0.11,22.22,0.01,2,0.02,156,9.0
CREEPTURES OG,2,0.22,20.0,0.55,2,1.1,32,10.0
_White_Lines_,2,0.22,15.0,0.4,3,1.2000000000000002,17,20.0
World Wonders By Jacob Riglin,2,0.22,4.0,3.5,2,7.0,39,50.0
Shapes of Japan,1,0.11,4.0,0.2,1,0.2,19,25.0
From The Other Side,2,0.22,20.0,4.0,6,24.0,18,30.0
Moments: Around The World,1,0.11,1.67,4.0,1,4.0,40,60.0
The Archives by Jake,1,0.11,7.69,20.0,1,20.0,8,13.0
Hungry Croco Kingdom,1,0.11,0.38,0.02,1,0.02,98,264.0
Lil Bev,1,0.11,8.7,0.0,16,0.0,37,184.0
Galactic Secret Agency,5,0.55,0.08,0.02,8,0.16,2659,9999.0
Jake's World,1,0.11,10.0,69.42,1,69.42,8,10.0
desultor,2,0.22,5.88,0.1,5,0.5,179,85.0
Made By Ape,4,0.44,1.44,0.04,9,0.36,346,627.0
Sabet Sketchbook,3,0.33,4.55,0.07,3,0.21000000000000002,283,66.0
SABET LOVE,4,0.44,33.33,0.11,5,0.55,313,15.0
Yokai Story,1,0.11,100.0,0.0,1,0.0,1,1.0
FenDAO OG,2,0.22,200.0,0.07,2,0.14,285,1.0
My World - kgUhtEp5ub,1,0.11,50.0,0.0,1,0.0,2,2.0
The way back home V2,1,0.11,50.0,0.0,1,0.0,2,2.0
Kikillo Mix,1,0.11,12.5,0.0,1,0.0,6,8.0
WhaleTogether,4,0.44,0.15,0.07,12,0.8400000000000001,4842,7777.0
Women with secrets,1,0.11,6.67,0.03,1,0.03,2,15.0
C-01 Official Collection,3,0.33,0.21,0.29,19,5.51,5081,8888.0
High school girl  background,1,0.11,20.0,0.0,1,0.0,5,5.0
Wagumi Cats,2,0.22,0.2,0.05,2,0.1,977,1000.0
Japanese_Mythology,1,0.11,11.11,0.0,1,0.0,6,9.0
Nishikigoi NFT,1,0.11,0.25,0.1,1,0.1,303,399.0
High school girl,1,0.11,8.33,0.17,1,0.17,12,12.0
Lissage Angels,1,0.11,0.93,5.0,1,5.0,60,107.0
VARBARIAN,1,0.11,2.27,0.08,1,0.08,79,44.0
No Ape In The Wild,1,0.11,33.33,1.69,1,1.69,97,3.0
NFT in Japanese,1,0.11,100.0,1.0,1,1.0,1,1.0
RTFKT Capsule  Space Drip 1.2,4,0.44,1.72,9.99,6,59.94,204,348.0
RTFKT Capsule  Space Drip,4,0.44,3.95,9.9,6,59.400000000000006,105,152.0
Cryptobeanz,2,0.22,3.53,2.2,3,6.6000000000000005,49,85.0
B E S T I A R Y,1,0.11,50.0,0.0,1,0.0,2,2.0
Wrapped Elves,2,0.22,6.45,0.0,2,0.0,31,31.0
NFTNerds,2,0.22,200.0,3.74,2,7.48,97,1.0
OG Obey,4,0.44,80.0,0.42,4,1.68,182,5.0
VV Rare,1,0.11,5.88,0.0,1,0.0,11,17.0
Mutant-Gorillas,4,0.44,0.11,0.01,10,0.1,1376,8915.0
Stats (for Strikers),2,0.22,1.21,0.04,3,0.12,91,247.0
e9Art,2,0.22,0.61,0.14,7,0.9800000000000001,428,1141.0
EtherTulips (Legacy),4,0.44,0.26,0.1,19,1.9000000000000001,1050,7251.0
Swiss Mountains,1,0.11,100.0,0.02,4,0.08,1,4.0
F!UTO,1,0.11,0.07,0.005,1,0.005,7,1345.0
USOpen,1,0.11,0.04,0.01,1,0.01,1556,2428.0
The Glasses Store,2,0.22,1.12,0.0,10,0.0,160,896.0
Pixl Pets - Genesis Collection,5,0.55,0.08,0.15,12,1.7999999999999998,4863,15000.0
Lion DAO Legends,1,0.11,0.9,3.33,1,3.33,90,111.0
Where My Vans Go,1,0.11,0.85,59.0,1,59.0,55,118.0
Hackatao,2,0.22,0.56,4.23,2,8.46,166,359.0
Provably Rare Gem,4,0.44,40.0,0.01,8,0.08,1404,20.0
Foes (against Adventurers),2,0.22,0.09,0.0009,2,0.0018,597,2109.0
Loot Class (for Adventurers),2,0.22,0.37,0.0,2,0.0,216,545.0
History of nations,1,0.11,18.18,0.01,2,0.02,4,11.0
hausphases by Haus,2,0.22,0.05,0.78,4,3.12,4986,7777.0
Surreal Mint-Pass,2,0.22,66.67,0.12,4,0.48,163,6.0
HEALING CODES,7,0.77,0.84,0.05,8,0.4,566,950.0
The Bummers,1,0.11,7.69,0.05,2,0.1,10,26.0
G Flat,1,0.11,100.0,0.0,1,0.0,1,1.0
Open Editions by Stefano Contiero,6,0.66,28.57,1.0,8,8.0,24,28.0
Calladita Collection,2,0.22,1.69,0.33,2,0.66,89,118.0
Mad Pups Black History Month Drop,2,0.22,2.5,3.5,2,7.0,11,80.0
artSOFLY Collection,1,0.11,100.0,0.0,1,0.0,3,1.0
Uniqly Collections,2,0.22,0.16,0.02,3,0.06,945,1863.0
Canto Collector's Community,3,0.33,13.04,0.0,3,0.0,32,23.0
NessGraphics,2,0.22,0.61,4.69,3,14.07,114,488.0
S33D (For Riddles & Puzzles),1,0.11,0.57,0.02,4,0.08,185,706.0
John Cena: YOU CANT SEE ME,1,0.11,66.67,1.0,2,2.0,2,3.0
Dada Collectible,3,0.33,0.27,0.25,6,1.5,451,2258.0
Rare Apepe Yacht Club,2,0.22,0.94,0.04,15,0.6,303,1598.0
Big Cats TYG,2,0.22,0.5,0.0,2,0.0,178,403.0
XONE Official,1,0.11,0.04,0.12,1,0.12,982,2500.0
Ghozali One Day,3,0.33,1.15,0.0025,30,0.075,412,2612.0
pxMAYC,5,0.55,0.71,0.0,47,0.0,1770,6666.0
Duplicated - OLD COLLECTION,1,0.11,1.0,0.01,5,0.05,126,498.0
Daytrip by Defaced and Misan Harriman,1,0.11,10.0,20.0,1,20.0,9,10.0
Pudgy Ape Fridge Club,3,0.33,0.87,0.01,29,0.29,952,3333.0
Cityroots Old,3,0.33,0.31,0.02,5,0.1,545,1599.0
Chillblocks,5,0.55,0.16,0.0,5,0.0,2613,3121.0
Waves by minimizer,2,0.22,1.76,0.05,4,0.2,122,227.0
Wen Lambo NFTs,1,0.11,4.67,0.07,5,0.35000000000000003,24,107.0
Julia Set Collection,2,0.22,0.12,0.02,5,0.1,916,4200.0
Enigma Project,2,0.22,1.05,0.01,5,0.05,146,476.0
FPS Loot,4,0.44,0.26,0.0,18,0.0,1618,6969.0
CarnageOrigins,1,0.11,0.42,0.0001,4,0.0004,162,954.0
Wojak Kingdom,3,0.33,0.07,0.0,3,0.0,661,4263.0
Lostboy NFT,7,0.77,0.2,0.08,20,1.6,3573,10000.0
weape24,7,0.77,0.17,0.01,17,0.17,4072,9900.0
Barrely Naked,1,0.11,0.12,0.001,1,0.001,479,805.0
Cyber City Girls Club,5,0.55,0.27,0.002,15,0.03,994,5555.0
Osiris Cosmic Kids,6,0.66,0.12,0.05,12,0.6000000000000001,2615,9999.0
Antz,1,0.11,0.52,0.0,1,0.0,70,191.0
WORLD BOY,2,0.22,2.83,0.11,6,0.66,120,212.0
Fxck Face,2,0.22,0.08,0.03,4,0.12,1916,5328.0
Dark Noise,1,0.11,0.35,0.04,1,0.04,158,283.0
Tigers Guild V4,1,0.11,0.38,0.01,1,0.01,187,264.0
My Baby Pickle,2,0.22,0.9,0.0,21,0.0,277,2338.0
PUCK MiNi Cards,2,0.22,37.84,0.02,14,0.28,74,37.0
NFT Dungeon Founder's Set,2,0.22,0.76,0.1,8,0.8,397,1046.0
CryptoArt Gallery,1,0.11,1.35,0.001,1,0.001,51,74.0
DoomCatRescue,2,0.22,0.66,0.01,34,0.34,1246,5170.0
SouthParkPeopleNFT,2,0.22,4.44,0.02,2,0.04,31,45.0
CyberShrooms,2,0.22,0.2,0.01,2,0.02,515,999.0
Anisoptera Tetradic,1,0.11,9.09,1.5,1,1.5,11,11.0
Citrus Kids,1,0.11,0.24,0.0,4,0.0,444,1638.0
Crypto Mondrian //DARK,2,0.22,2.0,0.2,2,0.4,72,100.0
The Liquid Abstracts,1,0.11,1.0,0.19,1,0.19,62,100.0
3D EtherRock,1,0.11,1.0,0.005,1,0.005,30,100.0
Niftydudes,2,0.22,0.2,0.2,2,0.4,386,1024.0
PAW WARZ Genesis Token,1,0.11,0.28,0.04,1,0.04,130,363.0
sunilpatel Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
MODE - Members Only Digital Ecosystem,1,0.11,1.41,0.0,1,0.0,64,71.0
Sergs,2,0.22,0.32,0.02,2,0.04,305,631.0
CryptoSergs,2,0.22,0.41,0.15,2,0.3,279,489.0
Headscapes,2,0.22,1.63,0.03,4,0.12,83,246.0
Dadenza Genesis,1,0.11,10.0,0.15,1,0.15,4,10.0
SnarkySharkz Society,2,0.22,0.85,0.08,6,0.48,303,702.0
Phases Of The Moon Volume 1,1,0.11,3.45,0.5,1,0.5,27,29.0
CryptoMorph,4,0.44,0.57,0.01,37,0.37,1104,6449.0
Su Squares,1,0.11,0.25,0.11,25,2.75,468,10000.0
Valenftines,2,0.22,3.87,0.03,6,0.18,133,155.0
Coinbase Wallet Milestones,1,0.11,0.41,0.0,1,0.0,99,241.0
Synthetic Dreams by Refik Anadol,7,0.77,0.9,1.94,9,17.46,621,1000.0
Sashimono By Bushidos,1,0.11,0.23,0.16,2,0.32,505,888.0
Abstract Color Field GAN,2,0.22,1.2,0.08,3,0.24,19,250.0
Wooden Boats,2,0.22,20.0,0.1,4,0.4,6,20.0
Deep Crypto,2,0.22,25.0,0.1,4,0.4,4,16.0
Shantell,1,0.11,8.33,0.33,1,0.33,15,12.0
The Realm of MU,3,0.33,90.91,0.02,10,0.2,230,11.0
The Collision by Pak & Trevor Jones,5,0.55,0.76,1.59,8,12.72,197,1047.0
MettiApe,4,0.44,2.13,0.02,15,0.3,175,704.0
MyMoonboots MB1 Genesis,1,0.11,0.03,0.2,1,0.2,1069,3508.0
Color Blocks 10,1,0.11,100.0,1.0,2,2.0,1,2.0
Panda Dynasty,5,0.55,0.17,0.03,15,0.44999999999999996,3573,8888.0
harrypackart Collection,1,0.11,2.0,0.23,1,0.23,193,50.0
Baby Ape Boat Club,1,0.11,0.6,0.2,2,0.4,188,333.0
12 Points,3,0.33,0.9,0.17,3,0.51,135,333.0
Hakt DAO,1,0.11,10.0,0.5,1,0.5,9,10.0
Filaments - Generative Pixel Art,5,0.55,4.8,0.4,24,9.600000000000001,352,500.0
HaktDAO,1,0.11,1.0,0.15,1,0.15,63,100.0
Pumpametti,2,0.22,1.67,0.55,5,2.75,181,300.0
Octogang Genesis,1,0.11,0.18,0.06,1,0.06,155,555.0
GalacticApes Genesis,1,0.11,0.66,6.93,1,6.93,91,151.0
Exhibition: 3291 by cryptobauhaus,3,0.33,0.85,0.06,3,0.18,212,351.0
Punk69,5,0.55,1.66,0.002,83,0.166,572,5000.0
Explosion of Color by AIIV,1,0.11,1.0,2.5,1,2.5,73,100.0
sjwBloot,4,0.44,0.85,0.0,6,0.0,449,705.0
3D Doodles Society,1,0.11,4.0,0.1,1,0.1,22,25.0
Club 3Doodz,1,0.11,3.33,50.0,1,50.0,29,30.0
3LAND WORLD,3,0.33,1.66,2.5,4,10.0,186,241.0
Creatokia Originals,1,0.11,0.57,0.02,1,0.02,113,176.0
The Key to Creatokia,1,0.11,0.5,0.2,1,0.2,117,199.0
Guppy Gang,2,0.22,0.06,0.14,5,0.7000000000000001,1673,8001.0
Azuki Mfer,2,0.22,0.12,0.01,12,0.12,2923,10000.0
Apes Of Space,3,0.33,0.09,0.03,9,0.27,5155,10000.0
Tier Zero: Beasts,2,0.22,0.31,0.0,5,0.0,511,1619.0
Dead Avatars,4,0.44,0.65,0.05,27,1.35,1271,4160.0
Omikrons,1,0.11,0.67,0.06,1,0.06,73,150.0
BUNS.LAND Genesis,1,0.11,2.0,0.15,5,0.75,122,250.0
SpacePop by Remy Bond,1,0.11,0.37,0.02,2,0.04,301,537.0
B10nicVillains,1,0.11,0.94,0.06,2,0.12,123,212.0
The Wild Bunch Official,1,0.11,0.07,0.12,3,0.36,1612,4000.0
CyberMint NFTs,1,0.11,0.63,0.02,2,0.04,178,316.0
National Parks NFT,5,0.55,0.31,0.06,15,0.8999999999999999,1846,4825.0
MathFlowers,1,0.11,1.52,0.01,1,0.01,33,66.0
MonsterBuds Genesis,4,0.44,0.05,0.04,6,0.24,3280,11171.0
Chametheon,1,0.11,0.47,1.1,1,1.1,47,215.0
NFT World of Men,6,0.66,0.4,0.0,18,0.0,1285,4542.0
Chill Princesses NFT,2,0.22,0.22,0.0,7,0.0,920,3127.0
crytpobunks Collection,2,0.22,4.35,0.02,3,0.06,34,69.0
Crypto-Frens,1,0.11,1.0,0.25,1,0.25,75,100.0
"art eggs, okay.",1,0.11,20.0,0.0,1,0.0,5,5.0
MiceOnToadz,2,0.22,0.22,0.01,2,0.02,745,903.0
z31d14 Collection,1,0.11,33.33,0.0,1,0.0,3,3.0
Portrait Studio by Daniel Gordon,1,0.11,5.56,1.5,2,3.0,23,36.0
Skateboarding: Culture in Motion,1,0.11,2.22,0.7,2,1.4,61,90.0
Accolades,1,0.11,7.14,0.15,1,0.15,3,14.0
Chill Frogs NFT,9,0.99,0.37,0.02,22,0.44,2430,6000.0
processes [far],1,0.11,11.76,1.6,2,3.2,11,17.0
mSeascapes,1,0.11,8.33,1.69,1,1.69,9,12.0
Fast Food Fidenzas,1,0.11,0.24,0.02,1,0.02,190,419.0
Secret Society of Whales,3,0.33,1.0,0.04,100,4.0,3947,10000.0
Destroyed Paintings,1,0.11,14.29,0.35,2,0.7,13,14.0
SportStars,1,0.11,0.3,0.05,1,0.05,154,337.0
Flareb99's collection,1,0.11,8.33,0.02,1,0.02,7,12.0
Inertial Moment,1,0.11,1.33,0.35,2,0.7,112,150.0
CryptoDickbutts OG,1,0.11,0.62,6.2,1,6.2,110,161.0
Badiucao - Beijing Olympics 2022,1,0.11,2.87,0.29,5,1.45,90,174.0
Daemonica Xe_ntities,1,0.11,0.29,0.01,1,0.01,190,348.0
CryptoApes Official,2,0.22,0.04,0.06,3,0.18,2208,6969.0
Generativemasks Girl,1,0.11,0.45,0.01,1,0.01,112,222.0
Rare Pizzas,1,0.11,0.51,0.1,1,0.1,101,195.0
Rare Pizzas Box,2,0.22,0.13,0.11,2,0.22,745,1517.0
CryptoUnicorn,1,0.11,0.19,0.0,1,0.0,839,525.0
ArtGrails,1,0.11,0.3,0.14,2,0.28,278,676.0
The Kevin Mfers,1,0.11,0.2,0.0,20,0.0,2614,10000.0
Charles-DAO,4,0.44,0.9,0.0,9,0.0,614,999.0
Metaperverse Females,1,0.11,0.61,0.0,1,0.0,204,163.0
Tiny Ghost Genesis,1,0.11,0.15,0.21,1,0.21,402,666.0
TurtleClub,1,0.11,0.5,9e-05,10,0.0009000000000000001,263,1999.0
XCOPYDOODLES,1,0.11,1.19,0.1,1,0.1,41,84.0
DegenDads,1,0.11,0.1,0.01,2,0.02,737,2000.0
Kaiwan Shaban: Limited Editions,2,0.22,200.0,0.18,2,0.36,47,1.0
Phudgy Penguins Official,1,0.11,0.1,0.01,3,0.03,295,2886.0
ExpansionPhunks,2,0.22,0.03,0.0,3,0.0,2055,10000.0
Ben Baller BallerChains,1,0.11,0.71,0.1,1,0.1,92,140.0
things from the sketchbook,1,0.11,25.0,0.1,1,0.1,16,4.0
Keepers of the Inn,7,0.77,2.77,0.03,93,2.79,1191,3356.0
Antroposen 001 - geNesis,2,0.22,0.2,0.0019,2,0.0038,978,1000.0
HUD POKER CARDS,1,0.11,6.25,0.005,1,0.005,15,16.0
bluugu GM,1,0.11,3.33,0.95,1,0.95,20,30.0
Literal Squid Game,1,0.11,0.25,0.02,4,0.08,309,1630.0
QuantumGenesis,1,0.11,0.33,0.17,1,0.17,130,300.0
Pixlverse Items,2,0.22,11.11,0.03,2,0.06,1454,18.0
Degen Elves,2,0.22,0.3,0.0,6,0.0,705,2031.0
ShiryoinuAvatar V3,1,0.11,0.04,0.01,2,0.02,1066,4503.0
Lumps Rapture,2,0.22,0.72,0.1,6,0.6000000000000001,235,836.0
Ben Baller BlockChains,3,0.33,0.1,0.01,6,0.06,890,6014.0
Bit Monsters NFT,4,0.44,0.12,0.0,8,0.0,2002,6667.0
Shiba Shelter NFT,3,0.33,0.13,0.01,7,0.07,2042,5555.0
Keeton x Winterton Collab,1,0.11,100.0,0.12,1,0.12,23,1.0
Bootleg Blitmap,1,0.11,1.82,0.02,1,0.02,28,55.0
SPOTTIE WIFI X BUN B: ALL TIME HIGH,2,0.22,0.23,0.01,3,0.03,544,1303.0
Block Flock,1,0.11,0.04,0.01,2,0.02,898,4460.0
GhostSoftware CD-ROM,4,0.44,0.6,0.04,4,0.16,657,664.0
PIXELVERSE NFT,1,0.11,0.08,0.01,1,0.01,449,1200.0
Starchain PFP,1,0.11,0.11,0.05,1,0.05,155,926.0
ILHN - The Gates,1,0.11,0.94,0.28,1,0.28,64,106.0
Johnny Shiitake NFT: Introduction,2,0.22,0.2,0.0,4,0.0,1093,2000.0
FudFarm,2,0.22,0.15,0.01,12,0.12,958,7777.0
WHAT FOOLS THESE MORTALS BE,2,0.22,1.01,0.02,3,0.06,47,298.0
orange lights,2,0.22,11.54,0.04,3,0.12,27,26.0
Descent by Martin Houra,1,0.11,0.9,0.05,1,0.05,54,111.0
OnChainEvents - Ghosts NFT,2,0.22,0.09,0.01,3,0.03,1069,3500.0
xfaces,1,0.11,16.67,0.88,1,0.88,6,6.0
Tiny Dino Club / Generative,1,0.11,0.11,0.004,1,0.004,213,900.0
69Toadz,1,0.11,2.9,0.02,2,0.04,42,69.0
PixelDoors,2,0.22,0.15,0.0,4,0.0,1024,2664.0
Dystolabs: SpaceMice,1,0.11,0.1,0.05,1,0.05,317,999.0
KryptoMooks,1,0.11,0.24,0.02,1,0.02,176,420.0
Gotta Go Fast,1,0.11,0.52,0.0,1,0.0,61,193.0
Villains by Felt Zine,1,0.11,0.23,0.00080085,2,0.0016017,327,865.0
A Naked Adolescent Llama (ANAL),1,0.11,0.03,0.01,3,0.03,53,8890.0
Plodding Pirates : Plunder,3,0.33,0.07,0.0,3,0.0,2501,4000.0
Fifty: Edition 1,5,0.55,0.6,0.0,6,0.0,553,999.0
DGA Editions,1,0.11,1.06,0.07,1,0.07,51,94.0
OG JUNK,1,0.11,1.59,0.55,1,0.55,53,63.0
Convicted Squirrels,1,0.11,0.08,0.0049,1,0.0049,333,1202.0
Fren Vault,1,0.11,1.02,0.07,1,0.07,8,98.0
